yearmonth,spots,incr,year,month
1809-04,2.5,724,1809,04
1809-05,2.0,725,1809,05
1809-06,7.7,726,1809,06
1809-07,0.3,727,1809,07
1809-08,0.2,728,1809,08
1809-09,0.4,729,1809,09
1809-10,0.0,730,1809,10
1809-11,0.0,731,1809,11
1809-12,0.0,732,1809,12
1810-01,0.0,733,1810,01
1810-02,0.0,734,1810,02
1810-03,0.0,735,1810,03
1810-04,0.0,736,1810,04
1810-05,0.0,737,1810,05
1810-06,0.0,738,1810,06
1810-07,0.0,739,1810,07
1810-08,0.0,740,1810,08
1810-09,0.0,741,1810,09
1810-10,0.0,742,1810,10
1810-11,0.0,743,1810,11
1810-12,0.0,744,1810,12
1811-01,0.0,745,1811,01
1811-02,0.0,746,1811,02
1811-03,0.0,747,1811,03
1811-04,0.0,748,1811,04
1811-05,0.0,749,1811,05
1811-06,0.0,750,1811,06
1811-07,6.6,751,1811,07
1811-08,0.0,752,1811,08
1811-09,2.4,753,1811,09
1811-10,6.1,754,1811,10
1811-11,0.8,755,1811,11
1811-12,1.1,756,1811,12
1812-01,11.3,757,1812,01
1812-02,1.9,758,1812,02
1812-03,0.7,759,1812,03
1812-04,0.0,760,1812,04
1812-05,1.0,761,1812,05
1812-06,1.3,762,1812,06
1812-07,0.5,763,1812,07
1812-08,15.6,764,1812,08
1812-09,5.2,765,1812,09
1812-10,3.9,766,1812,10
1812-11,7.9,767,1812,11
1812-12,10.1,768,1812,12
1813-01,0.0,769,1813,01
1813-02,10.3,770,1813,02
1813-03,1.9,771,1813,03
1813-04,16.6,772,1813,04
1813-05,5.5,773,1813,05
1813-06,11.2,774,1813,06
1813-07,18.3,775,1813,07
1813-08,8.4,776,1813,08
1813-09,15.3,777,1813,09
1813-10,27.8,778,1813,10
1813-11,16.7,779,1813,11
1813-12,14.3,780,1813,12
1814-01,22.2,781,1814,01
1814-02,12.0,782,1814,02
1814-03,5.7,783,1814,03
1814-04,23.8,784,1814,04
1814-05,5.8,785,1814,05
1814-06,14.9,786,1814,06
1814-07,18.5,787,1814,07
1814-08,2.3,788,1814,08
1814-09,8.1,789,1814,09
1814-10,19.3,790,1814,10
1814-11,14.5,791,1814,11
1814-12,20.1,792,1814,12
1815-01,19.2,793,1815,01
1815-02,32.2,794,1815,02
1815-03,26.2,795,1815,03
1815-04,31.6,796,1815,04
1815-05,9.8,797,1815,05
1815-06,55.9,798,1815,06
1815-07,35.5,799,1815,07
1815-08,47.2,800,1815,08
1815-09,31.5,801,1815,09
1815-10,33.5,802,1815,10
1815-11,37.2,803,1815,11
1815-12,65.0,804,1815,12
1816-01,26.3,805,1816,01
1816-02,68.8,806,1816,02
1816-03,73.7,807,1816,03
1816-04,58.8,808,1816,04
1816-05,44.3,809,1816,05
1816-06,43.6,810,1816,06
1816-07,38.8,811,1816,07
1816-08,23.2,812,1816,08
1816-09,47.8,813,1816,09
1816-10,56.4,814,1816,10
1816-11,38.1,815,1816,11
1816-12,29.9,816,1816,12
1817-01,36.4,817,1817,01
1817-02,57.9,818,1817,02
1817-03,96.2,819,1817,03
1817-04,26.4,820,1817,04
1817-05,21.2,821,1817,05
1817-06,40.0,822,1817,06
1817-07,50.0,823,1817,07
1817-08,45.0,824,1817,08
1817-09,36.7,825,1817,09
1817-10,25.6,826,1817,10
1817-11,28.9,827,1817,11
1817-12,28.4,828,1817,12
1818-01,34.9,829,1818,01
1818-02,22.4,830,1818,02
1818-03,25.4,831,1818,03
1818-04,34.5,832,1818,04
1818-05,53.1,833,1818,05
1818-06,36.4,834,1818,06
1818-07,28.0,835,1818,07
1818-08,31.5,836,1818,08
1818-09,26.1,837,1818,09
1818-10,31.7,838,1818,10
1818-11,10.9,839,1818,11
1818-12,25.8,840,1818,12
1819-01,32.5,841,1819,01
1819-02,20.7,842,1819,02
1819-03,3.7,843,1819,03
1819-04,20.2,844,1819,04
1819-05,19.6,845,1819,05
1819-06,35.0,846,1819,06
1819-07,31.4,847,1819,07
1819-08,26.1,848,1819,08
1819-09,14.9,849,1819,09
1819-10,27.5,850,1819,10
1819-11,25.1,851,1819,11
1819-12,30.6,852,1819,12
1820-01,19.2,853,1820,01
1820-02,26.6,854,1820,02
1820-03,4.5,855,1820,03
1820-04,19.4,856,1820,04
1820-05,29.3,857,1820,05
1820-06,10.8,858,1820,06
1820-07,20.6,859,1820,07
1820-08,25.9,860,1820,08
1820-09,5.2,861,1820,09
1820-10,9.0,862,1820,10
1820-11,7.9,863,1820,11
1820-12,9.7,864,1820,12
1821-01,21.5,865,1821,01
1821-02,4.3,866,1821,02
1821-03,5.7,867,1821,03
1821-04,9.2,868,1821,04
1821-05,1.7,869,1821,05
1821-06,1.8,870,1821,06
1821-07,2.5,871,1821,07
1821-08,4.8,872,1821,08
1821-09,4.4,873,1821,09
1821-10,18.8,874,1821,10
1821-11,4.4,875,1821,11
1821-12,0.0,876,1821,12
1822-01,0.0,877,1822,01
1822-02,0.9,878,1822,02
1822-03,16.1,879,1822,03
1822-04,13.5,880,1822,04
1822-05,1.5,881,1822,05
1822-06,5.6,882,1822,06
1822-07,7.9,883,1822,07
1822-08,2.1,884,1822,08
1822-09,0.0,885,1822,09
1822-10,0.4,886,1822,10
1822-11,0.0,887,1822,11
1822-12,0.0,888,1822,12
1823-01,0.0,889,1823,01
1823-02,0.0,890,1823,02
1823-03,0.6,891,1823,03
1823-04,0.0,892,1823,04
1823-05,0.0,893,1823,05
1823-06,0.0,894,1823,06
1823-07,0.5,895,1823,07
1823-08,0.0,896,1823,08
1823-09,0.0,897,1823,09
1823-10,0.0,898,1823,10
1823-11,0.0,899,1823,11
1823-12,20.4,900,1823,12
1824-01,21.6,901,1824,01
1824-02,10.8,902,1824,02
1824-03,0.0,903,1824,03
1824-04,19.4,904,1824,04
1824-05,2.8,905,1824,05
1824-06,0.0,906,1824,06
1824-07,0.0,907,1824,07
1824-08,1.4,908,1824,08
1824-09,20.5,909,1824,09
1824-10,25.2,910,1824,10
1824-11,0.0,911,1824,11
1824-12,0.8,912,1824,12
1825-01,5.0,913,1825,01
1825-02,15.5,914,1825,02
1825-03,22.4,915,1825,03
1825-04,3.8,916,1825,04
1825-05,15.4,917,1825,05
1825-06,15.4,918,1825,06
1825-07,30.9,919,1825,07
1825-08,25.4,920,1825,08
1825-09,15.7,921,1825,09
1825-10,15.6,922,1825,10
1825-11,11.7,923,1825,11
1825-12,22.0,924,1825,12
1826-01,17.7,925,1826,01
1826-02,18.2,926,1826,02
1826-03,36.7,927,1826,03
1826-04,24.0,928,1826,04
1826-05,32.4,929,1826,05
1826-06,37.1,930,1826,06
1826-07,52.5,931,1826,07
1826-08,39.6,932,1826,08
1826-09,18.9,933,1826,09
1826-10,50.6,934,1826,10
1826-11,39.5,935,1826,11
1826-12,68.1,936,1826,12
1827-01,34.6,937,1827,01
1827-02,47.4,938,1827,02
1827-03,57.8,939,1827,03
1827-04,46.0,940,1827,04
1827-05,56.3,941,1827,05
1827-06,56.7,942,1827,06
1827-07,42.9,943,1827,07
1827-08,53.7,944,1827,08
1827-09,49.6,945,1827,09
1827-10,57.2,946,1827,10
1827-11,48.2,947,1827,11
1827-12,46.1,948,1827,12
1828-01,52.8,949,1828,01
1828-02,64.4,950,1828,02
1828-03,65.0,951,1828,03
1828-04,61.1,952,1828,04
1828-05,89.1,953,1828,05
1828-06,98.0,954,1828,06
1828-07,54.3,955,1828,07
1828-08,76.4,956,1828,08
1828-09,50.4,957,1828,09
1828-10,54.7,958,1828,10
1828-11,57.0,959,1828,11
1828-12,46.6,960,1828,12
1829-01,43.0,961,1829,01
1829-02,49.4,962,1829,02
1829-03,72.3,963,1829,03
1829-04,95.0,964,1829,04
1829-05,67.5,965,1829,05
1829-06,73.9,966,1829,06
1829-07,90.8,967,1829,07
1829-08,78.3,968,1829,08
1829-09,52.8,969,1829,09
1829-10,57.2,970,1829,10
1829-11,67.6,971,1829,11
1829-12,56.5,972,1829,12
1830-01,52.2,973,1830,01
1830-02,72.1,974,1830,02
1830-03,84.6,975,1830,03
1830-04,107.1,976,1830,04
1830-05,66.3,977,1830,05
1830-06,65.1,978,1830,06
1830-07,43.9,979,1830,07
1830-08,50.7,980,1830,08
1830-09,62.1,981,1830,09
1830-10,84.4,982,1830,10
1830-11,81.2,983,1830,11
1830-12,82.1,984,1830,12
1831-01,47.5,985,1831,01
1831-02,50.1,986,1831,02
1831-03,93.4,987,1831,03
1831-04,54.6,988,1831,04
1831-05,38.1,989,1831,05
1831-06,33.4,990,1831,06
1831-07,45.2,991,1831,07
1831-08,54.9,992,1831,08
1831-09,37.9,993,1831,09
1831-10,46.2,994,1831,10
1831-11,43.5,995,1831,11
1831-12,28.9,996,1831,12
1832-01,30.9,997,1832,01
1832-02,55.5,998,1832,02
1832-03,55.1,999,1832,03
1832-04,26.9,1000,1832,04
1832-05,41.3,1001,1832,05
1832-06,26.7,1002,1832,06
1832-07,13.9,1003,1832,07
1832-08,8.9,1004,1832,08
1832-09,8.2,1005,1832,09
1832-10,21.1,1006,1832,10
1832-11,14.3,1007,1832,11
1832-12,27.5,1008,1832,12
1833-01,11.3,1009,1833,01
1833-02,14.9,1010,1833,02
1833-03,11.8,1011,1833,03
1833-04,2.8,1012,1833,04
1833-05,12.9,1013,1833,05
1833-06,1.0,1014,1833,06
1833-07,7.0,1015,1833,07
1833-08,5.7,1016,1833,08
1833-09,11.6,1017,1833,09
1833-10,7.5,1018,1833,10
1833-11,5.9,1019,1833,11
1833-12,9.9,1020,1833,12
1834-01,4.9,1021,1834,01
1834-02,18.1,1022,1834,02
1834-03,3.9,1023,1834,03
1834-04,1.4,1024,1834,04
1834-05,8.8,1025,1834,05
1834-06,7.8,1026,1834,06
1834-07,8.7,1027,1834,07
1834-08,4.0,1028,1834,08
1834-09,11.5,1029,1834,09
1834-10,24.8,1030,1834,10
1834-11,30.5,1031,1834,11
1834-12,34.5,1032,1834,12
1835-01,7.5,1033,1835,01
1835-02,24.5,1034,1835,02
1835-03,19.7,1035,1835,03
1835-04,61.5,1036,1835,04
1835-05,43.6,1037,1835,05
1835-06,33.2,1038,1835,06
1835-07,59.8,1039,1835,07
1835-08,59.0,1040,1835,08
1835-09,100.8,1041,1835,09
1835-10,95.2,1042,1835,10
1835-11,100.0,1043,1835,11
1835-12,77.5,1044,1835,12
1836-01,88.6,1045,1836,01
1836-02,107.6,1046,1836,02
1836-03,98.1,1047,1836,03
1836-04,142.9,1048,1836,04
1836-05,111.4,1049,1836,05
1836-06,124.7,1050,1836,06
1836-07,116.7,1051,1836,07
1836-08,107.8,1052,1836,08
1836-09,95.1,1053,1836,09
1836-10,137.4,1054,1836,10
1836-11,120.9,1055,1836,11
1836-12,206.2,1056,1836,12
1837-01,188.0,1057,1837,01
1837-02,175.6,1058,1837,02
1837-03,134.6,1059,1837,03
1837-04,138.2,1060,1837,04
1837-05,111.3,1061,1837,05
1837-06,158.0,1062,1837,06
1837-07,162.8,1063,1837,07
1837-08,134.0,1064,1837,08
1837-09,96.3,1065,1837,09
1837-10,123.7,1066,1837,10
1837-11,107.0,1067,1837,11
1837-12,129.8,1068,1837,12
1838-01,144.9,1069,1838,01
1838-02,84.8,1070,1838,02
1838-03,140.8,1071,1838,03
1838-04,126.6,1072,1838,04
1838-05,137.6,1073,1838,05
1838-06,94.5,1074,1838,06
1838-07,108.2,1075,1838,07
1838-08,78.8,1076,1838,08
1838-09,73.6,1077,1838,09
1838-10,90.8,1078,1838,10
1838-11,77.4,1079,1838,11
1838-12,79.8,1080,1838,12
1839-01,107.6,1081,1839,01
1839-02,102.5,1082,1839,02
1839-03,77.7,1083,1839,03
1839-04,61.8,1084,1839,04
1839-05,53.8,1085,1839,05
1839-06,54.6,1086,1839,06
1839-07,84.7,1087,1839,07
1839-08,131.2,1088,1839,08
1839-09,132.7,1089,1839,09
1839-10,90.8,1090,1839,10
1839-11,68.8,1091,1839,11
1839-12,63.6,1092,1839,12
1840-01,81.2,1093,1840,01
1840-02,87.7,1094,1840,02
1840-03,55.5,1095,1840,03
1840-04,65.9,1096,1840,04
1840-05,69.2,1097,1840,05
1840-06,48.5,1098,1840,06
1840-07,60.7,1099,1840,07
1840-08,57.8,1100,1840,08
1840-09,74.0,1101,1840,09
1840-10,49.8,1102,1840,10
1840-11,54.3,1103,1840,11
1840-12,53.7,1104,1840,12
1841-01,24.0,1105,1841,01
1841-02,29.9,1106,1841,02
1841-03,29.7,1107,1841,03
1841-04,42.6,1108,1841,04
1841-05,67.4,1109,1841,05
1841-06,55.7,1110,1841,06
1841-07,30.8,1111,1841,07
1841-08,39.3,1112,1841,08
1841-09,35.1,1113,1841,09
1841-10,28.5,1114,1841,10
1841-11,19.8,1115,1841,11
1841-12,38.8,1116,1841,12
1842-01,20.4,1117,1842,01
1842-02,22.1,1118,1842,02
1842-03,21.7,1119,1842,03
1842-04,26.9,1120,1842,04
1842-05,24.9,1121,1842,05
1842-06,20.5,1122,1842,06
1842-07,12.6,1123,1842,07
1842-08,26.5,1124,1842,08
1842-09,18.5,1125,1842,09
1842-10,38.1,1126,1842,10
1842-11,40.5,1127,1842,11
1842-12,17.6,1128,1842,12
1843-01,13.3,1129,1843,01
1843-02,3.5,1130,1843,02
1843-03,8.3,1131,1843,03
1843-04,8.8,1132,1843,04
1843-05,21.1,1133,1843,05
1843-06,10.5,1134,1843,06
1843-07,9.5,1135,1843,07
1843-08,11.8,1136,1843,08
1843-09,4.2,1137,1843,09
1843-10,5.3,1138,1843,10
1843-11,19.1,1139,1843,11
1843-12,12.7,1140,1843,12
1844-01,9.4,1141,1844,01
1844-02,14.7,1142,1844,02
1844-03,13.6,1143,1844,03
1844-04,20.8,1144,1844,04
1844-05,12.0,1145,1844,05
1844-06,3.7,1146,1844,06
1844-07,21.2,1147,1844,07
1844-08,23.9,1148,1844,08
1844-09,6.9,1149,1844,09
1844-10,21.5,1150,1844,10
1844-11,10.7,1151,1844,11
1844-12,21.6,1152,1844,12
1845-01,25.7,1153,1845,01
1845-02,43.6,1154,1845,02
1845-03,43.3,1155,1845,03
1845-04,56.9,1156,1845,04
1845-05,47.8,1157,1845,05
1845-06,31.1,1158,1845,06
1845-07,30.6,1159,1845,07
1845-08,32.3,1160,1845,08
1845-09,29.6,1161,1845,09
1845-10,40.7,1162,1845,10
1845-11,39.4,1163,1845,11
1845-12,59.7,1164,1845,12
1846-01,38.7,1165,1846,01
1846-02,51.0,1166,1846,02
1846-03,63.9,1167,1846,03
1846-04,69.2,1168,1846,04
1846-05,59.9,1169,1846,05
1846-06,65.1,1170,1846,06
1846-07,46.5,1171,1846,07
1846-08,54.8,1172,1846,08
1846-09,107.1,1173,1846,09
1846-10,55.9,1174,1846,10
1846-11,60.4,1175,1846,11
1846-12,65.5,1176,1846,12
1847-01,62.6,1177,1847,01
1847-02,44.9,1178,1847,02
1847-03,85.7,1179,1847,03
1847-04,44.7,1180,1847,04
1847-05,75.4,1181,1847,05
1847-06,85.3,1182,1847,06
1847-07,52.2,1183,1847,07
1847-08,140.6,1184,1847,08
1847-09,161.2,1185,1847,09
1847-10,180.4,1186,1847,10
1847-11,138.9,1187,1847,11
1847-12,109.6,1188,1847,12
1848-01,159.1,1189,1848,01
1848-02,111.8,1190,1848,02
1848-03,108.9,1191,1848,03
1848-04,107.1,1192,1848,04
1848-05,102.2,1193,1848,05
1848-06,123.8,1194,1848,06
1848-07,139.2,1195,1848,07
1848-08,132.5,1196,1848,08
1848-09,100.3,1197,1848,09
1848-10,132.4,1198,1848,10
1848-11,114.6,1199,1848,11
1848-12,159.9,1200,1848,12
1849-01,156.7,1201,1849,01
1849-02,131.7,1202,1849,02
1849-03,96.5,1203,1849,03
1849-04,102.5,1204,1849,04
1849-05,80.6,1205,1849,05
1849-06,81.2,1206,1849,06
1849-07,78.0,1207,1849,07
1849-08,61.3,1208,1849,08
1849-09,93.7,1209,1849,09
1849-10,71.5,1210,1849,10
1849-11,99.7,1211,1849,11
1849-12,97.0,1212,1849,12
1850-01,78.0,1213,1850,01
1850-02,89.4,1214,1850,02
1850-03,82.6,1215,1850,03
1850-04,44.1,1216,1850,04
1850-05,61.6,1217,1850,05
1850-06,70.0,1218,1850,06
1850-07,39.1,1219,1850,07
1850-08,61.6,1220,1850,08
1850-09,86.2,1221,1850,09
1850-10,71.0,1222,1850,10
1850-11,54.8,1223,1850,11
1850-12,60.0,1224,1850,12
1851-01,75.5,1225,1851,01
1851-02,105.4,1226,1851,02
1851-03,64.6,1227,1851,03
1851-04,56.5,1228,1851,04
1851-05,62.6,1229,1851,05
1851-06,63.2,1230,1851,06
1851-07,36.1,1231,1851,07
1851-08,57.4,1232,1851,08
1851-09,67.9,1233,1851,09
1851-10,62.5,1234,1851,10
1851-11,50.9,1235,1851,11
1851-12,71.4,1236,1851,12
1852-01,68.4,1237,1852,01
1852-02,67.5,1238,1852,02
1852-03,61.2,1239,1852,03
1852-04,65.4,1240,1852,04
1852-05,54.9,1241,1852,05
1852-06,46.9,1242,1852,06
1852-07,42.0,1243,1852,07
1852-08,39.7,1244,1852,08
1852-09,37.5,1245,1852,09
1852-10,67.3,1246,1852,10
1852-11,54.3,1247,1852,11
1852-12,45.4,1248,1852,12
1853-01,41.1,1249,1853,01
1853-02,42.9,1250,1853,02
1853-03,37.7,1251,1853,03
1853-04,47.6,1252,1853,04
1853-05,34.7,1253,1853,05
1853-06,40.0,1254,1853,06
1853-07,45.9,1255,1853,07
1853-08,50.4,1256,1853,08
1853-09,33.5,1257,1853,09
1853-10,42.3,1258,1853,10
1853-11,28.8,1259,1853,11
1853-12,23.4,1260,1853,12
1854-01,15.4,1261,1854,01
1854-02,20.0,1262,1854,02
1854-03,20.7,1263,1854,03
1854-04,26.4,1264,1854,04
1854-05,24.0,1265,1854,05
1854-06,21.1,1266,1854,06
1854-07,18.7,1267,1854,07
1854-08,15.8,1268,1854,08
1854-09,22.4,1269,1854,09
1854-10,12.7,1270,1854,10
1854-11,28.2,1271,1854,11
1854-12,21.4,1272,1854,12
1855-01,12.3,1273,1855,01
1855-02,11.4,1274,1855,02
1855-03,17.4,1275,1855,03
1855-04,4.4,1276,1855,04
1855-05,9.1,1277,1855,05
1855-06,5.3,1278,1855,06
1855-07,0.4,1279,1855,07
1855-08,3.1,1280,1855,08
1855-09,0.0,1281,1855,09
1855-10,9.7,1282,1855,10
1855-11,4.3,1283,1855,11
1855-12,3.1,1284,1855,12
1856-01,0.5,1285,1856,01
1856-02,4.9,1286,1856,02
1856-03,0.4,1287,1856,03
1856-04,6.5,1288,1856,04
1856-05,0.0,1289,1856,05
1856-06,5.0,1290,1856,06
1856-07,4.6,1291,1856,07
1856-08,5.9,1292,1856,08
1856-09,4.4,1293,1856,09
1856-10,4.5,1294,1856,10
1856-11,7.7,1295,1856,11
1856-12,7.2,1296,1856,12
1857-01,13.7,1297,1857,01
1857-02,7.4,1298,1857,02
1857-03,5.2,1299,1857,03
1857-04,11.1,1300,1857,04
1857-05,29.2,1301,1857,05
1857-06,16.0,1302,1857,06
1857-07,22.2,1303,1857,07
1857-08,16.9,1304,1857,08
1857-09,42.4,1305,1857,09
1857-10,40.6,1306,1857,10
1857-11,31.4,1307,1857,11
1857-12,37.2,1308,1857,12
1858-01,39.0,1309,1858,01
1858-02,34.9,1310,1858,02
1858-03,57.5,1311,1858,03
1858-04,38.3,1312,1858,04
1858-05,41.4,1313,1858,05
1858-06,44.5,1314,1858,06
1858-07,56.7,1315,1858,07
1858-08,55.3,1316,1858,08
1858-09,80.1,1317,1858,09
1858-10,91.2,1318,1858,10
1858-11,51.9,1319,1858,11
1858-12,66.9,1320,1858,12
1859-01,83.7,1321,1859,01
1859-02,87.6,1322,1859,02
1859-03,90.3,1323,1859,03
1859-04,85.7,1324,1859,04
1859-05,91.0,1325,1859,05
1859-06,87.1,1326,1859,06
1859-07,95.2,1327,1859,07
1859-08,106.8,1328,1859,08
1859-09,105.8,1329,1859,09
1859-10,114.6,1330,1859,10
1859-11,97.2,1331,1859,11
1859-12,81.0,1332,1859,12
1860-01,81.5,1333,1860,01
1860-02,88.0,1334,1860,02
1860-03,98.9,1335,1860,03
1860-04,71.4,1336,1860,04
1860-05,107.1,1337,1860,05
1860-06,108.6,1338,1860,06
1860-07,116.7,1339,1860,07
1860-08,100.3,1340,1860,08
1860-09,92.2,1341,1860,09
1860-10,90.1,1342,1860,10
1860-11,97.9,1343,1860,11
1860-12,95.6,1344,1860,12
1861-01,62.3,1345,1861,01
1861-02,77.8,1346,1861,02
1861-03,101.0,1347,1861,03
1861-04,98.5,1348,1861,04
1861-05,56.8,1349,1861,05
1861-06,87.8,1350,1861,06
1861-07,78.0,1351,1861,07
1861-08,82.5,1352,1861,08
1861-09,79.9,1353,1861,09
1861-10,67.2,1354,1861,10
1861-11,53.7,1355,1861,11
1861-12,80.5,1356,1861,12
1862-01,63.1,1357,1862,01
1862-02,64.5,1358,1862,02
1862-03,43.6,1359,1862,03
1862-04,53.7,1360,1862,04
1862-05,64.4,1361,1862,05
1862-06,84.0,1362,1862,06
1862-07,73.4,1363,1862,07
1862-08,62.5,1364,1862,08
1862-09,66.6,1365,1862,09
1862-10,42.0,1366,1862,10
1862-11,50.6,1367,1862,11
1862-12,40.9,1368,1862,12
1863-01,48.3,1369,1863,01
1863-02,56.7,1370,1863,02
1863-03,66.4,1371,1863,03
1863-04,40.6,1372,1863,04
1863-05,53.8,1373,1863,05
1863-06,40.8,1374,1863,06
1863-07,32.7,1375,1863,07
1863-08,48.1,1376,1863,08
1863-09,22.0,1377,1863,09
1863-10,39.9,1378,1863,10
1863-11,37.7,1379,1863,11
1863-12,41.2,1380,1863,12
1864-01,57.7,1381,1864,01
1864-02,47.1,1382,1864,02
1864-03,66.3,1383,1864,03
1864-04,35.8,1384,1864,04
1864-05,40.6,1385,1864,05
1864-06,57.8,1386,1864,06
1864-07,54.7,1387,1864,07
1864-08,54.8,1388,1864,08
1864-09,28.5,1389,1864,09
1864-10,33.9,1390,1864,10
1864-11,57.6,1391,1864,11
1864-12,28.6,1392,1864,12
1865-01,48.7,1393,1865,01
1865-02,39.3,1394,1865,02
1865-03,39.5,1395,1865,03
1865-04,29.4,1396,1865,04
1865-05,34.5,1397,1865,05
1865-06,33.6,1398,1865,06
1865-07,26.8,1399,1865,07
1865-08,37.8,1400,1865,08
1865-09,21.6,1401,1865,09
1865-10,17.1,1402,1865,10
1865-11,24.6,1403,1865,11
1865-12,12.8,1404,1865,12
1866-01,31.6,1405,1866,01
1866-02,38.4,1406,1866,02
1866-03,24.6,1407,1866,03
1866-04,17.6,1408,1866,04
1866-05,12.9,1409,1866,05
1866-06,16.5,1410,1866,06
1866-07,9.3,1411,1866,07
1866-08,12.7,1412,1866,08
1866-09,7.3,1413,1866,09
1866-10,14.1,1414,1866,10
1866-11,9.0,1415,1866,11
1866-12,1.5,1416,1866,12
1867-01,0.0,1417,1867,01
1867-02,0.7,1418,1867,02
1867-03,9.2,1419,1867,03
1867-04,5.1,1420,1867,04
1867-05,2.9,1421,1867,05
1867-06,1.5,1422,1867,06
1867-07,5.0,1423,1867,07
1867-08,4.9,1424,1867,08
1867-09,9.8,1425,1867,09
1867-10,13.5,1426,1867,10
1867-11,9.3,1427,1867,11
1867-12,25.2,1428,1867,12
1868-01,15.6,1429,1868,01
1868-02,15.8,1430,1868,02
1868-03,26.5,1431,1868,03
